Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets
2017-11-10,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,885985984,-0.06741068978776144,0.10245056960787235,-0.06948929820051442
2017-11-11,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,842300992,0.05155507049719543,0.0712997593426774,-0.0214887600157061
2017-11-12,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,1613479936,-0.0215234166001792,0.06914276636084993,-0.04529536986058458
2017-11-13,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,1041889984,0.028605993401674246,0.06966864285859842,-0.017839375612896502
2017-11-14,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,1069680000,0.06603710680612629,0.07391646571333066,0.048052258577399254
2017-11-15,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,722665984,-0.012658841109222885,0.03365240126314473,0.035052082629228876
2017-11-16,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,797254016,-0.007298432124233423,0.03879102833753656,0.025147329695379472
2017-11-17,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,621732992,0.0044421110914172335,0.02271895033615423,0.028418640610090806
2017-11-18,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,649638976,0.04578297589756475,0.06692052114206026,0.07484988233169232
2017-11-19,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,1181529984,0.01948720650012503,0.0770174497452294,0.09489283589469122
2017-11-20,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,807027008,0.03483214668306278,0.0533500671269409,0.13523309706308662
2017-11-21,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000,-0.017257954953682764,0.062097072029188904,0.11536582422690489
2017-11-22,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008,0.0561902076442764,0.05906757536904639,0.18047402282641722
2017-11-23,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,1845680000,0.07753532472207425,0.13151174668028598,0.27924380521148073
2017-11-24,412.5010070800781,480.9729919433594,402.75799560546875,474.9110107421875,2292829952,0.15785079208313424,0.1941984943596451,0.4835593194540171
2017-11-25,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000,-0.018182374319202,0.052356185900183316,0.4556412743392053
2017-11-26,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968,0.010839042938341592,0.04675979720540813,0.47204658361580343
2017-11-27,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000,0.019147995398503648,0.053192768619967135,0.5007423850040715
2017-11-28,480.51800537109375,482.4800109863281,466.34698486328125,472.9020080566406,1346499968,-0.015515613992209687,0.03459446859676074,0.47864152400970816
2017-11-29,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,2675940096,-0.09595856441637107,0.22875234757634355,0.3482970858616674
2017-11-30,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000,0.04582444207233105,0.16013736305735105,0.40407417374448107
2017-12-01,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936,0.043447519601349516,0.10342226194534088,0.46605436321344484
2017-12-02,466.85101318359375,476.239013671875,456.65301513671875,463.4490051269531,943649984,-0.006625376948076078,0.042890330044776714,0.45714559599799953
2017-12-03,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,990556992,0.005187176307693608,0.06852245053215911,0.4653360026570019
2017-12-04,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016,0.009339884498408058,0.04735148370877096,0.4793051542655764
2017-12-05,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,1216720000,-0.014723405166720771,0.034737600241868005,0.4553948345702019
2017-12-06,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,1998259968,-0.07488542099779771,0.10113518769570962,0.3394359254143291
2017-12-07,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048,0.013579420408984078,0.06511890787677244,0.3594405228660904
2017-12-08,434.989013671875,466.06201171875,422.36700439453125,456.031005859375,2336379904,0.04977582567533467,0.10345270077821578,0.43121667545067566
